survey,stationName,surveyDate,surveyStartTime,surveyEndTime,dataRecorder,latDD,longDD,airTemp,weather,cloudCover,seaState,profiler,otherProfilerType,profilerMethod,bottleMethod,depthProfiler,depthFinder,secchi,exoProfileNumber,notes,tideStage,OASamples,OAFilteredSfc,OAFilteredBtm,OADupSampleName,OAblankSampleName,OANotes,allSamplesList,minDO_station,sampleName,sampleDepth,depthCode,sampleTime,waterTemp,salinity,dissolvedOxygen,pH,chlA,fDOM,turbidity,mV_pH,cablePower,otherParameters,surveySampleName,generalPlanktonNotes,revolStartA,revolStartB,revolStartD,revolEndA,revolEndB,revolEndD,totalRevA,totalRevB,totalRevD,volTowNetA,volTowNetB,bottle1Depth,bottle2Depth,bottle3Depth,bottle4Depth,bottle5Depth,bottle6Depth,bottle7Depth,bottle8Depth,bottle9Depth,bottle10Depth,compositeVolume,compositeSamplesCollected,compositeSampleOthers,volMesoNetA,ctenophorePercentA,scyphozoaPercentA,othersFamilyPercentA,mnemiopsisPercentA,pleurobrachiaPercentA,aureliaPercentA,cyaneaPercentA,chrysaoraPercentA,otherGeneraPercentA,volMesoNetB,ctenophorePercentB,scyphozoaPercentB,otherFamilyPercentB,mnemiopsisPercentB,pleurobrachiaPercentB,aureliaPercentB,cyaneaPercentB,chrysaoraPercentB,otherGeneraPercentB,gelatinousFormsNotes,senjiSamples,senjiLugolsSfc,senjiLugolsBtm,phytoplanktonNotes,SourceFile,regSampleName,ActivityCommentText,surveyPlankStation,S123_x,S123_y,editor,editorDate,ESRIsurveyStart,ESRIsurveyEnd,s123FormIssues
WQAUG25,F2,7/31/2025,16:15:00,16:22:00,KAO,41.080666666666666,-73.16816667,23.2,06,100,4,EXO 1313,NA,S,M,NA,19.7,NA,NA,"Due to weather, no zooplankton samples were collected. Blind cast performed with side station.  No Secchi depth measured.
Altabet 33/34",NA,"S,B",Y,Y,NA,NA,NA,"F2NB, F2B, F2S",4.14,F2B,15.3,B,16:18,19.84,27.76,4.14,7.51,-0.48,1.87,3.74,-48.9,0,NA,WQAUG25_F2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,C1,7/30/2025,14:11:00,14:20:00,KAO,40.95583333333333,-73.581,31.7,00,0,1,EXO 1313,NA,R,R,20.1,19.9,1.8,141117,"Altabet: 19/20, #5",3,"S,B",Y,Y,NA,NA,NA,"C1NB, C1B, C1S",3.83,C1S,2,S,14:19,25.06,26.2,9.87,8.06,2.37,2.08,1.45,NA,NA,NA,WQJUL25_C1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,E1,7/31/2025,14:34:00,14:47:00,KAO,41.01883333333333,-73.2915,25.9,02,100,3,EXO 1313,NA,R,R,36.6,37.4,2,143324,"Altabet: 31/32
Wind speed: 11.4 kts

Midwater DO minima ~12 m =3.82 mg/l",3,"S,B",Y,Y,NA,NA,NA,"E1NB, E1B, E1S, BLANK B, E1S-DUP",4.11,E1B,32,B,14:04,18.94,27.91,4.11,7.5,-0.67,1.86,3.96,NA,NA,NA,WQAUG25_E1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,D3,7/30/2025,15:51:00,16:20:00,KAO,40.99366666666667,-73.41083333,31.5,00,0,1,EXO 1313,NA,R,R,44.1,43.2,1.6,155139,"Altabet: 21/22, #6",4,"S,B",Y,Y,NA,NA,NA,"D3NB, D3NB, D3S",4.13,D3S,2,S,16:06,23.21,26.77,6.76,7.76,2.81,1.81,1.74,NA,NA,NA,WQJUL25_D3S,Net B flow meter did not spin at B3,87806.1,28000.3,39505.5,88694.8,28858,40366.4,888.6999999999971,857.7000000000007,860.9000000000015,11234.9,10843,38.6,32.6,26.9,20.6,14.2,8.4,2,NA,NA,NA,35,"wholeWater,64micron",NA,60,100,NA,NA,100,NA,NA,NA,NA,NA,40,100,NA,NA,100,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,15,7/31/2025,13:13:00,13:22:00,KAO,40.931666666666665,-73.22266667,29.1,02,100,2,EXO 1313,NA,R,R,15.3,15,1.6,131328,Altabet: 29/30,3,"S,B",Y,Y,NA,NA,NA,"15NB, 15B, 15S",4.07,15B,10.1,B,13:18,21.99,26.86,4.81,7.57,1.22,1.94,1.39,NA,NA,NA,WQAUG25_15B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,F2,7/31/2025,16:15:00,16:22:00,KAO,41.080666666666666,-73.16816667,23.2,06,100,4,EXO 1313,NA,S,M,NA,19.7,NA,NA,"Due to weather, no zooplankton samples were collected. Blind cast performed with side station.  No Secchi depth measured.
Altabet 33/34",NA,"S,B",Y,Y,NA,NA,NA,"F2NB, F2B, F2S",4.14,F2S,2,S,16:19,22.43,27.24,5.66,7.66,2.34,1.71,1.84,-57.7,0,NA,WQAUG25_F2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,F3,7/31/2025,12:04:00,12:17:00,KAO,41.018,-73.14416667,30.8,02,100,2,EXO 1313,NA,R,R,39,38.9,2,120416,Altabet: 27/28 #8,3,NA,NA,NA,NA,NA,NA,"F3NB, F3B, F3S",4.59,F3B,33.8,B,12:12,19.51,28.12,4.59,7.58,-0.61,1.81,3.23,NA,NA,NA,WQAUG25_F3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,E1,7/31/2025,14:34:00,14:47:00,KAO,41.01883333333333,-73.2915,25.9,02,100,3,EXO 1313,NA,R,R,36.6,37.4,2,143324,"Altabet: 31/32
Wind speed: 11.4 kts

Midwater DO minima ~12 m =3.82 mg/l",3,"S,B",Y,Y,NA,NA,NA,"E1NB, E1B, E1S, BLANK B, E1S-DUP",4.11,E1S,2,S,14:45,25.75,26.73,8.14,7.95,1.49,1.31,0.7,NA,NA,NA,WQAUG25_E1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,H6,7/31/2025,9:08:00,9:19:00,KAO,41.02583333333333,-72.9135,28.2,01,20,2,EXO 1313,NA,R,R,40.3,39.2,2.3,090746,Altabet: 25/26,1,NA,NA,NA,NA,NA,NA,"H6NB, H6B, H6S",4.28,H6B,34.8,B,9:15,18.75,28.23,4.3,7.53,-0.66,1.8,3.53,NA,NA,NA,WQAUG25_H6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,15,7/31/2025,13:13:00,13:22:00,KAO,40.931666666666665,-73.22266667,29.1,02,100,2,EXO 1313,NA,R,R,15.3,15,1.6,131328,Altabet: 29/30,3,"S,B",Y,Y,NA,NA,NA,"15NB, 15B, 15S",4.07,15S,2,S,13:20,25.72,26.66,8.38,7.92,2.08,1.58,1.28,NA,NA,NA,WQAUG25_15S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,H4,7/31/2025,8:21:00,8:38:00,KAO,41.10183333333333,-72.934,27,01,20,2,EXO 1313,NA,R,R,24.5,23.2,2.4,082130,"Altabet: 23/24, #7",1,"B,S",Y,Y,H4B-DUP,NA,NA,"H4NB, H4B, H4S",5.21,H4B,19.4,B,8:27,20.76,28.32,5.21,7.67,-0.45,1.54,5.8,NA,NA,NA,WQAUG25_H4B,NA,88695.8,28858,40369.6,89082.1,29282,40845.3,386.3000000000029,424,475.7000000000044,4883.6,5360.2,19.5,14.9,10.4,5.9,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,10,100,NA,NA,100,NA,NA,NA,NA,NA,10,100,NA,NA,100,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,F3,7/31/2025,12:04:00,12:17:00,KAO,41.018,-73.14416667,30.8,02,100,2,EXO 1313,NA,R,R,39,38.9,2,120416,Altabet: 27/28 #8,3,NA,NA,NA,NA,NA,NA,"F3NB, F3B, F3S",4.59,F3S,2,S,12:16,24.93,26.8,7.64,7.88,2.34,1.59,0.86,NA,NA,NA,WQAUG25_F3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,M3,3/4/2025,8:10:00,8:23:00,KAO,41.23716666666667,-72.05016667,NA,02,100,2,EXO 1313,NA,R,R,41.1,74.7,3.6,080958,"Altabet: 3/4 #1, DO calibration issues, returning negative numbers",3,NA,NA,NA,NA,NA,NA,"M3B, M3S, M3SS, BLANK C, M3S-DUP",NA,M3S-DUP,2,S,8:20:00,2.85,34.97,NA,8.04,0.4,1.42,0.54,NA,NA,NA,WQMAR25_M3S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,A4,3/11/2025,11:42:00,11:54:00,KAO,40.872,-73.73433333,NA,00,0,0,EXO 1314,NA,R,R,34.8,36.3,2.1,114201,"Altabet: 17/18 #4,",1,"S,B",Y,Y,NA,NA,NA,"A4B, A4S, A4SS, BLANK A, A4S-DUP",11.13,A4S-DUP,2,S,11:51:00,3.77,27.04,11.89,7.93,3.11,2.54,1.52,NA,NA,NA,WQMAR25_A4S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,E1,3/13/2025,8:57:00,9:09:00,KAO,41.01833333333333,-73.29166667,NA,01,10,3,EXO 1314,NA,R,R,37.2,38.8,3.1,085709,"Altabet: 25/26, SOG =2.1 kts",3,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, BLANK B, E1S-DUP",10.93,E1S-DUP,2,S,9:07:00,3.47,28.14,11.21,7.82,0.03,1.81,0.93,NA,NA,NA,WQMAR25_E1S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,M3,3/4/2025,8:10:00,8:23:00,KAO,41.23716666666667,-72.05016667,NA,02,100,2,EXO 1313,NA,R,R,41.1,74.7,3.6,080958,"Altabet: 3/4 #1, DO calibration issues, returning negative numbers",3,NA,NA,NA,NA,NA,NA,"M3B, M3S, M3SS, BLANK C, M3S-DUP",NA,BLANK C,40.1,B,8:17:00,3.03,35.42,NA,8.03,0.78,1.3,0.48,NA,NA,",",WQMAR25_BLANK C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,A4,3/11/2025,11:42:00,11:54:00,KAO,40.872,-73.73433333,NA,00,0,0,EXO 1314,NA,R,R,34.8,36.3,2.1,114201,"Altabet: 17/18 #4,",1,"S,B",Y,Y,NA,NA,NA,"A4B, A4S, A4SS, BLANK A, A4S-DUP",11.13,BLANK A,29.6,B,11:49:00,2.89,27.77,11.13,7.84,4.1,2.05,1.49,NA,NA,NA,WQMAR25_BLANK A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,E1,3/13/2025,8:57:00,9:09:00,KAO,41.01833333333333,-73.29166667,NA,01,10,3,EXO 1314,NA,R,R,37.2,38.8,3.1,085709,"Altabet: 25/26, SOG =2.1 kts",3,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, BLANK B, E1S-DUP",10.93,BLANK B,32.8,B,9:04:00,2.32,28.39,10.93,7.81,0.99,1.9,1.8,NA,NA,NA,WQMAR25_BLANK B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,K2,7/29/2025,11:51:00,12:14:00,KAO,41.23416666666667,-72.26,78.4,00,0,2,EXO 1313,NA,R,R,38,36.4,2.5,115135,"Altabet: 3/4

Air temp recorded in Deg F",3,"S,B",Y,Y,NA,NA,NA,"K2NB, K2B, K2S",7.04,K2B,33,B,11:59,19.2,30.19,7.06,7.84,-0.29,0.91,1.03,NA,NA,NA,WQAUG25_K2B,NA,86232.5,26637.4,37930.8,87070,27473.7,38619.1,837.5,836.2999999999993,688.2999999999956,10587.7,10572.5,33,26.8,20.9,14.8,8.7,2,NA,NA,NA,NA,30,"64micron,wholeWater",NA,30,100,NA,NA,100,NA,NA,NA,NA,NA,30,100,NA,NA,100,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,H6,7/31/2025,9:08:00,9:19:00,KAO,41.02583333333333,-72.9135,28.2,01,20,2,EXO 1313,NA,R,R,40.3,39.2,2.3,090746,Altabet: 25/26,1,NA,NA,NA,NA,NA,NA,"H6NB, H6B, H6S",4.28,H6S,2,S,9:18,24.92,26.99,7.62,7.89,0.74,1.36,0.76,NA,NA,NA,WQAUG25_H6S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,M3,7/29/2025,10:43:00,10:57:00,KAO,41.23766666666667,-72.05333333,81.9,00,0,2,EXO 1313,NA,R,R,67.3,40.7,3,104313,"Altabet: 1/2, #1
Lots of boat activity_- recreational fishers, Coast Guard Cutter
Air temp recorded in deg F",3,NA,NA,NA,NA,NA,NA,"M3B, M3S, BLANK C, M3S-DUP",7.33,M3B,39.5,B,10:52,18.5,30.67,7.33,7.85,0.11,0.81,0.76,NA,NA,NA,WQAUG25_M3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQAUG25,H4,7/31/2025,8:21:00,8:38:00,KAO,41.10183333333333,-72.934,27,01,20,2,EXO 1313,NA,R,R,24.5,23.2,2.4,082130,"Altabet: 23/24, #7",1,"B,S",Y,Y,H4B-DUP,NA,NA,"H4NB, H4B, H4S",5.21,H4S,2,S,8:31,25.5,27.18,NA,7.92,0.6,1.22,0.77,NA,NA,NA,WQAUG25_H4S,NA,88695.8,28858,40369.6,89082.1,29282,40845.3,386.3000000000029,424,475.7000000000044,4883.6,5360.2,19.5,14.9,10.4,5.9,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,10,100,NA,NA,100,NA,NA,NA,NA,NA,10,100,NA,NA,100,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,J2,8/13/2025,12:04:00,12:14:00,KAO,41.1815,-72.45866667,28.1,00,0,2,EXO 1313,NA,R,R,23.4,18.1,2.7,120413,"Altabet: 29/30, #9",3,NA,NA,NA,NA,NA,NA,"J2NB, J2B, J2S, BLANK C",7.14,J2B,18.2,B,12:10,21.45,29.64,7.14,7.87,1.21,1.11,1,NA,NA,NA,HYAUG25_J2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,09,8/11/2025,9:03:00,9:10:00,KAO,41.07033333333333,-73.33633333,24.1,00,0,2,EXO 1313,NA,R,R,8.8,8.2,2,090332,Altabet: 1/2,3,NA,NA,NA,NA,NA,NA,"09NB, 09B, 09S",5.37,09S,2,S,9:08,23.62,27.98,6.32,7.73,2.25,1.89,1.53,NA,NA,NA,HYAUG25_09S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,J2,5/5/2025,11:02:00,11:13:00,KAO,41.182,-72.45766667,NA,06,100,2,EXO 1314,NA,R,R,16.8,15.1,2.6,110220,"Altabet: 5/6, #2",3,NA,NA,NA,NA,NA,NA,"J2B, J2S, J2SS",9.91,J2SS,0.5,SS,11:11:00,9.81,28.12,10.11,8.06,0.91,1.73,1.87,NA,NA,NA,WQMAY25_J2SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,I2,8/13/2025,10:43:00,10:53:00,KAO,41.154833333333336,-72.65666667,27.2,00,0,2,EXO 1313,NA,R,R,27.3,26.4,3,104300,Altabet: 27/28 #8,3,NA,NA,NA,NA,NA,NA,"I2NB, I2B, I2S",6.04,I2B,22.1,B,10:49,22.01,28.73,6.05,7.78,0.72,1.38,2.43,NA,NA,NA,HYAUG25_I2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,C2,8/11/2025,10:24:00,10:35:00,KAO,40.98416666666667,-73.50216667,25.8,00,0,2,EXO 1313,NA,R,R,31.9,31.3,1.8,102411,Altabet: 3/4,3,NA,NA,NA,NA,NA,NA,"C2NB, C2B, C2S, C2SS",3.69,C2S,2,S,10:33,23.53,26.93,6.99,7.81,3.17,1.86,1.28,NA,NA,NA,HYAUG25_C2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,I2,5/5/2025,12:18:00,12:35:00,KAO,41.13783333333333,-72.65633333,NA,05,100,2,EXO 1314,NA,R,R,27,26.6,2.6,121836,"Altabet: 7/8, #3",2,"S,B",Y,Y,NA,NA,NA,"I2B, I2S, I2SS",9.75,I2SS,0.5,SS,12:29:00,11.16,27.37,10.13,8.08,1.11,1.69,1.2,NA,NA,NA,WQMAY25_I2SS,NA,77246.6,18078.1,29719.9,77799.4,18646.3,30262.4,552.7999999999884,568.2000000000007,542.5,6988.5,7183.2,21.2,16.4,10.7,6.3,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,100,NA,NA,NA,NA,100,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,H2,8/13/2025,7:43:00,7:51:00,KAO,41.1785,-72.961,22.7,NA,NA,2,EXO 1313,NA,R,R,13.7,12.9,2.8,074315,Altabet: 25/26,1,NA,NA,NA,NA,NA,NA,"H2NB, H2B, H2S",3.31,H2B,8.7,B,7:47,21.19,27.83,3.31,7.43,1.06,1.9,2.53,NA,NA,NA,HYAUG25_H2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,B3,8/11/2025,11:42:00,11:52:00,KAO,40.918166666666664,-73.64283333,18.2,00,0,2,EXO 1313,NA,R,R,19.1,18.1,1.1,114153,"Altabet: 5/6, #1",3,NA,NA,NA,NA,NA,NA,"B3NB, B3B, B3S, B3SS",3.05,B3S,2,S,11:49,24.11,26.43,8.22,7.94,3.31,2.14,1.29,NA,NA,NA,HYAUG25_B3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,09,8/11/2025,9:03:00,9:10:00,KAO,41.07033333333333,-73.33633333,24.1,00,0,2,EXO 1313,NA,R,R,8.8,8.2,2,090332,Altabet: 1/2,3,NA,NA,NA,NA,NA,NA,"09NB, 09B, 09S",5.37,09B,5.4,B,9:07,22.61,27.16,5.57,7.66,1.27,1.72,2.52,NA,NA,NA,HYAUG25_09B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAUG25,A4,8/11/2025,12:23:00,12:35:00,KAO,40.87233333333333,-73.73383333,29.5,00,0,2,EXO 1313,NA,R,R,35.3,35.8,1.2,122949,"Altabet: 7/8, #2",3,NA,NA,NA,NA,NA,NA,"A4NB, A4B, A4S, A4SS, BLANK A, A4S-DUP",3.42,A4S,2,S,12:32,23.85,26.14,7.81,7.88,7.35,2.55,2.42,NA,NA,NA,HYAUG25_A4S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYAUG25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
